IMDB Rating,Country,Genres (1st),Production Companies (1st),Year of Release
5.3,Finland,Comedy,Riskifilmi,2012
5.8,Canada,Comedy,Eating the Bones Productions,2003
4.4,France,Drama,Canal+,2002
7.2,United States,Drama,Manic LLC,2001
6.6,Brazil,Comedy,Centro de Criação de Imagem Popular (CECIP),2004
4.8,United Kingdom,Comedy,Welbeck Films Ltd.,1973
5.9,Canada,Comedy,Motion 58 Entertainment,2017
4.4,France,Comedy,Messine Productions,1991
4.9,Bangladesh,Action,Jiko Film's,1988
8.1,Greece,Drama,Absurdia Pictures,2018
6.1,United States,Crime,Columbia Pictures,1957
3.6,Chile,Comedy,Coquimbo Filmes,2009
5.8,India,Drama,Gubbi Talkies,2013
4.9,France,Comedy,Production Artistique et Cinématographique (PAC),1948
7,India,Drama,Gope Movies,1991
4.1,United States,Adventure,Kismet Entertainment Group,2005
5.5,Chile,Drama,Cinembargo Communicaciones,2002
4.8,Turkey,Drama,BKM,2022
6.3,United States,Crime,Lost Lion Film Studios,2022
7.8,Mexico,Action,Producciones Matouk,1971
7.3,Brazil,Action,CinemaScópio Produções,2019
6.5,United States,Animation,Menithings Productions,2007
7.6,Turkey,Crime,Belge Film,1997
6,Italy,Comedy,Cattleya,2001
6.3,Argentina,Comedy,Aries Cinematográfica Argentina,1975
6.3,United States,Drama,Producers-Actors Corporation,1947
6.7,United States,Drama,Nthibah Pictures,2022
5.5,Australia,Drama,McCreadie Brothers Embassy Pictures,1948
4.5,Greece,Drama,Finos Film,1971
6.4,Spain,Comedy,Crea SGR,2020
4.5,United States,Thriller,Snowfort Pictures,2019
6.1,Sweden,Comedy,Kanal 5,2005
6.3,United States,Drama,Paramount Pictures,1994
6.5,United States,Action,Finnegan/Pinchuk Productions,1987
6.5,United States,Comedy,What Productions,2013
4.6,United States,Action,TFO Productions,2015
5.6,Philippines,Drama,Regal Entertainment,1990
8.6,United States,Thriller,I Laugh I Cry Films,2013
6.6,Spain,Drama,Fausto Producciones Cinematográficas,2006
7.4,United Kingdom,Drama,Diversity Music,1980
7.9,India,Drama,Windows Production House,2018
6.2,United Kingdom,Action,Summit Entertainment,2019
6.1,India,Action,A Sargunam Cinemaz,2014
5.5,United States,Drama,SpectreVision,2015
6.5,Denmark,Drama,Hyæne Film,2021
6.6,Denmark,Comedy,Merry Film,1965
5,United States,Comedy,New Line Cinema,1999
2.7,United States,Comedy,Pipedream Productions,1990
5.9,United States,Drama,Dallas & Rusty LLC,2003
3.3,United States,Horror,Bill Zebub Productions,2010
4.1,Sweden,Mystery,Nordisk Tonefilm,1984
4.7,United States,Comedy,Big Broad Guerrilla Monster,2000
7.2,Italy,Drama,Lux Film,1950
6.3,India,Comedy,Sudatta Films,2016
5.9,India,Action,Bhansali Productions,2019
7.1,Hungary,Comedy,Budapest Filmstúdió,1972
5,Mexico,Comedy,Producciones México,1958
5.3,Chile,Drama,Mimbre Films,2019
3.3,Turkey,Comedy,Camasirhane,2017
6.6,India,Action,Sri Venkateshwara Krupa Entertainers,2013
5.8,United States,Comedy,DemiGoddess Pictures,2006
7,United States,Comedy,Cris Productions,2004
6.1,France,Drama,Allso,2022
6.3,France,Drama,Canal+,2001
4.9,United States,Comedy,Frantic Redhead Productions,2010
7.8,United States,Comedy,Walt Disney Productions,1964
6.8,United Kingdom,Drama,Orion Productions,1939
6,United Kingdom,Drama,British Broadcasting Corporation (BBC),1993
7.4,Turkey,Comedy,CGV Mars Dagitim,2017
6.9,France,Crime,Franco London Films,1959
6.1,Australia,Comedy,British Empire Films Australia,1939
3.6,United States,Action,21st Century Film Corporation,1993
6.9,United Kingdom,Drama,Ivan Foxwell Productions,1955
4.4,Greece,Comedy,Art Films,1972
6.5,India,Crime,Rukamanee Arts,2002
4.7,Australia,Thriller,Beyond Films,1995
6.5,France,Comedy,Sagitta Film,1952
6.3,"Korea, South",Drama,DK Film Production,2012
5.8,Ireland,Drama,The Orchard,2014
6,United States,Animation,Animal Logic,2017
5,Australia,Drama,Chancom Limited,1987
6.9,France,Drama,Mascaret Films,2008
6.2,Australia,Action,Driven Mad Production,1993
4.8,United States,Action,Baker Film Group LLC,2002
6.8,Brazil,Drama,Migdal Filmes,2014
5.4,Malaysia,Action,Juita Entertainment,2011
7,United States,Action,Republic Pictures (I),1940
5.5,Finland,Animation,Matila Röhr Productions (MRP),2007
6.4,Spain,Action,Uigig Entertainment,2009
5.3,United States,Comedy,Media 8 Entertainment,2005
6,Philippines,Action,Regal Entertainment,1990
1.8,United States,Horror,Shoreline Entertainment,2015
5.3,France,Comedy,Audiovi International,1975
5.2,United States,Biography,Conde Nast Entertainment,2016
4.7,United States,Drama,Reveal Film Group,2015
5.4,Japan,Animation,Office Kitano,2014
8,India,Drama,NH Studioz,1974
7.2,United States,Drama,Junkyard Productions,2018
6.4,France,Adventure,CEI Incom,1958
7.2,United States,Drama,Warner Bros.,1931
4.5,United Kingdom,Comedy,Unstoppable Entertainment,2015
6.4,Japan,War,Shintoho Film Distribution Committee,1958
3.1,India,Comedy,J.K. Films,2008
4.4,United States,Drama,Little Wing Production,2004
3.3,United States,Comedy,Monarex Hollywood Corporation,1971
6.4,Germany,Drama,Directorate for Cinema and Theater,2010
4.1,United States,Horror,Alliance Group Entertainment,2007
5.6,United Kingdom,Biography,Ecosse Films,2013
7.5,France,Comedy,Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius,2019
6.2,Australia,Drama,Hoyts Distribution,1985
6,United States,Drama,Romantic Troubadour Entertainment,2008
6.4,Spain,Comedy,Calcón,2016
3.5,India,Action,Ultimate Pictures,2014
7,India,Comedy,Friday to Friday Entertainers & Media,2015
7.3,Mexico,Comedy,Globalgate Entertainment,2022
5.6,Canada,Drama,Eggplant Picture & Sound,2008
4.4,United States,Crime,Alumbra Films,2009
7.7,Russia,Comedy,Studio Trite,1998
6.4,United States,Animation,Metro-Goldwyn-Mayer (MGM),1962
7.4,Canada,Comedy,Faustus Bidgood Productions,1986
6.1,United States,Crime,Shooting Gallery,1999
5.8,United States,Action,Warner Bros.,1936
7.6,Australia,Drama,Starbaby Films,2013
7.7,Argentina,Drama,César Producciones,2003
5.2,Turkey,Drama,MedyaTon,2013
6.5,United Kingdom,Crime,Miramax,2006
8.1,Canada,Drama,Canadian Film Development Corporation (CFDC),1974
7.4,Canada,Drama,Canadian Film Development Corporation (CFDC),1973
5.8,United Kingdom,Comedy,Production Facilities,1948
6.4,Brazil,Drama,Mixer Films,2014
7,United Kingdom,Drama,Film4,2017
7.3,Japan,Animation,Aniplex,2010
3.6,United States,Drama,Suicide Productions,1987
6,Denmark,Comedy,Nordisk Film,1963
4.4,United States,Drama,Boots and Saddles Pictures,1937
7.9,United States,Adventure,Kent State University Independent Films,2016
6.8,Hungary,Drama,Hunnia Filmstúdió,1963
5.8,United States,Drama,Bluebird Productions,1971
6.8,Germany,Comedy,Cine-Allianz Tonfilmproduktions GmbH,1938
8,United States,Action,Warner Bros.,2021
5.8,United States,Action,Cross Creek Pictures,2016
5.6,United States,Western,A.C. Lyles Productions,1964
7,Netherlands,Documentary,Lataster & Films,2018
7,Italy,Animation,Cineriz,1965
4.4,France,Drama,Erka-Prodisco,1931
5.6,France,Comedy,Compagnie Française Cinématographique (CFC),1990
7,Italy,Drama,Clesi Cinematografica,1980
6.5,Australia,Comedy,Storm Vision Entertainment,2016
6.6,Italy,Comedy,Groenlandia,2021
5.2,India,Comedy,Phantom Films,2018
6.1,India,Action,Media House Studio,2019
6.7,Mexico,Action,Producciones Rosas Priego,1984
4.1,United States,Action,Mean Alien Media Company,2010
7.8,United States,Comedy,Orion Pictures,1986
7.8,France,Drama,Vega Film,2004
4.6,Mexico,Horror,Estudios América,1962
7,India,Drama,Star Crafts,2010
7.3,France,Comedy,ARP Sélection,2003
6.7,Poland,Drama,Studio Metrage,2021
9,United Kingdom,Adventure,Little Balloon,2005
5.4,United States,Biography,Twentieth Century Fox,1962
5.3,Mexico,Comedy,Producciones Águila,1977
6.1,Italy,Comedy,Fandango,2000
6.9,Bulgaria,Drama,Boyana Film,1983
7,United States,Biography,Twentieth Century Fox,1956
4.4,United States,Drama,Over the GW,2007
3.6,United States,Action,Viking International Pictures,1986
5.9,United Kingdom,Crime,Association of Cinema Technicians (A.C.T.),1956
5.5,Philippines,Comedy,Good Harvest,1999
6.3,France,Comedy,Delante Productions,2019
6.4,Canada,Drama,Universal Pictures,1981
5.7,Denmark,Comedy,Saga Studio,1952
4.9,Ukraine,Drama,KhTPO - Odessa,1992
2.2,Italy,Action,Indiana Production,2015
4.4,United States,Horror,Just Wanna Make Movies,2021
5.5,Japan,Animation,Fireworks Production Committee,2017
6.1,France,Comedy,Les Films Luc Moullet,1968
7.5,United States,Sci-Fi,Deep Water Productions Motion Picture Group,2019
4.7,Australia,Drama,J&M Entertainment,1985
4.4,United States,Crime,Aslanian-Hopkins Production,1986
7.5,Austria,Drama,FreibeuterFilm,2021
7.3,Bulgaria,Drama,Boyana Film,1985
5.9,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1943
7.5,Germany,Drama,herbX Film,2018
6.8,United States,Thriller,Reels on the Bus,2020
5.6,France,Comedy,Bellair Films,1949
5.1,United States,Comedy,CINESTATE,2019
6.3,Netherlands,Drama,Sigma Film Productions,1984
6.7,Russia,Action,KinoMost,1998
6.4,Italy,Comedy,Giovanni Addessi Produzione Cinematografica,1963
4.6,United States,Horror,Universal Pictures,1998
4.6,Brazil,Drama,Cinedistri,1973
7,United Kingdom,Drama,Ealing Studios,1946
5.8,France,Drama,Arte France Cinéma,2000
5.2,Czech Republic,Comedy,Format Factory,2015
7.6,"Korea, South",Comedy,Film It Suda,2005
5.5,India,Comedy,PVP Cinema,2015
5.1,United States,Drama,Cheena Film,1991
3.4,United States,Action,Active Entertainment,2009
4,United States,Comedy,Athena Film Company,1976
3.8,Philippines,Crime,Cignal TV,2021
4.7,India,Action,Red Chillies Entertainment,2011
4.3,United States,Thriller,Key Pictures,1993
4.5,France,Comedy,Clap 7,1978
5.9,United States,Drama,D Train Moving Pictures,2002
3.6,United States,Horror,1 Bullet in the Gun Productions,2017
6.8,United States,Animation,DreamWorks Animation,2012
7.7,Mexico,Comedy,Cinematográfica Filmex S.A.,1952
7.7,Mexico,Comedy,Films Mundiales,1941
6.8,United Kingdom,Adventure,CK Films,2008
5.2,Russia,Action,Ivan,2010
6.8,United Kingdom,Action,Universal Pictures,2010
4.7,France,Comedy,Square Productions International (SPI),2001
7.3,France,Drama,Opera Film Produzione,1982
6,Netherlands,Adventure,PVPictures,2018
6,Italy,Drama,Equinox Entertainment,2002
5.8,Bulgaria,Drama,Boyana Film,1951
7.5,Argentina,Comedy,Arco Libre,2016
5.4,United States,Drama,New Line Cinema,1992
7.3,Sweden,Comedy,Lundakarnevalen,2002
6.9,France,Drama,Single Man Productions,2018
6.4,United States,Adventure,Morningside Productions,1960
5.8,United States,Drama,Rastar Films,1986
3.6,United States,Action,Living Films,2004
7.1,Hungary,Action,Laokoon Filmgroup,2016
6.4,United Kingdom,Animation,Century 21 Television,1966
5.6,Australia,Biography,Film Victoria,2011
6.7,Finland,Comedy,Suomen Filmiteollisuus,1955
4.9,United States,Comedy,Paramount Pictures,1981
6.8,India,Action,NTR Arts,2017
7.1,United States,Drama,Cre Film,2004
7,United States,Drama,Film Independent,2015
6.8,France,Drama,Union Générale Cinématographique (UGC),1952
4.9,United States,Drama,POP Films,2004
8.1,United States,Drama,Faces,1974
6.4,Poland,Biography,Fundacja Filmowa im. Sw. Maksymiliana Kolbe,2019
3.7,Philippines,Action,Cinefenio Films,2018
5.2,Italy,Crime,Roxy International,1978
6.5,Italy,Comedy,MB Film,1961
5.6,United States,Drama,Forensic Films,2007
7.7,United States,Drama,Metro-Goldwyn-Mayer (MGM),1940
6.1,United States,Comedy,Yellow Tape Organization,2020
5.7,United States,Horror,Warner Bros.,1939
8.2,India,Action,Dioxe Entertainment,2022
2.1,United States,Action,The Asylum,2022
4.6,India,Drama,Aagman Films,2016
6.1,Germany,Comedy,Constantin Film,2012
7.1,Turkey,Drama,Kemal Film,1965
5.5,United States,Thriller,Rockville Pictures,2004
4.7,United States,Adventure,Anglo Pacific,1988
7.5,United States,Comedy,RKO Radio Pictures,1936
6.1,Turkey,Drama,Ay Yapim,2019
7.5,Italy,Drama,Tempesta,2018
3.9,United States,Adventure,Universal Pictures,1933
5.7,United States,Crime,Sol M. Wurtzel Productions,1947
5.7,Spain,Comedy,Tesauro,1992
5.3,United States,Fantasy,Columbia Pictures,1992
6.8,Turkey,Drama,Er Film,1969
5.3,United States,Drama,"""Cyprian Films",2009
6.7,Italy,Drama,Filmtre,1998
5.6,India,Action,Rockline Entertainment,2014
7.2,Romania,Drama,Studioul Cinematografic Bucuresti,1972
5.2,Turkey,Comedy,Acun Film,2013
5.9,Russia,Adventure,Barmaley,1995
4.8,Italy,Horror,Filmirage,1988
5.1,United States,Action,KillerWolf Films,2011
7,Canada,Drama,4Branch Productions,2012
2.4,Turkey,Adventure,Kamera Film,1989
5.4,United States,Comedy,RKO Radio Pictures,1945
6.4,Lebanon,Musical,Fantascope Production,2005
6.7,United States,Drama,Castle Rock Entertainment,1996
4.8,Mexico,Action,Scope Films,1985
4.3,United States,Comedy,B+BOY Productions,2008
2.9,United States,Action,Cactus Blue Entertainment,2019
6.2,Germany,Drama,Norddeutscher Rundfunk (NDR),2007
5.3,Finland,Drama,Fennada-Filmi,1957
5.8,United States,Drama,Universal Pictures,1942
6.1,United States,Adventure,Twentieth Century Fox,1937
6.7,Argentina,Comedy,Boneco Films,2018
6.7,Greece,Drama,ANT1,2021
5.5,United Kingdom,Comedy,Associated British Picture Corporation (ABPC),1958
3.6,United States,Horror,Wild Dogs Productions,2017
7.1,Japan,Action,Shochiku Kyoto,1964
4.4,United States,Drama,Helios Productions (II),2009
6.2,Sweden,Comedy,Viking Film,1988
3.5,United States,Comedy,MoDean Pictures,2007
6.7,United States,Drama,Screen Thirteen,2019
4.6,France,Comedy,LGM Productions,2014
5.2,United Kingdom,Action,HBO Pictures,1992
4.8,United States,Comedy,Star Entertainment Group,1995
6.2,Finland,Action,Solar Films,2003
5.9,United States,Western,Trem Carr Pictures,1930
6.5,Japan,Animation,Shin Ei Animation,1997
6,Netherlands,Drama,Bos Bros. Film & TV Productions,2008
6.8,France,Drama,L.C.J Editions & Productions,1998
3.5,United States,Horror,Broadcast Pictures,2017
7.3,United States,Drama,Black Bear Pictures,2019
5.4,Australia,Comedy,Molloy Boy Productions,2006
4.1,United States,Action,Rex Films,1988
8,United States,Drama,Between Renders,2021
4.9,Italy,Comedy,ASA Cinematografica,1978
6.8,Brazil,Drama,Tamanduá Vermelho,2019
4.8,Greece,Comedy,Anna Films,1958
5.9,Switzerland,Drama,Praesens-Film,1949
5.8,United States,Drama,Shar Visions,1998
5.4,Brazil,Drama,Atlântida Cinematográfica,1980
5.5,United States,Drama,Crazy Dreams Entertainment,2005
7.9,United Kingdom,Documentary,BBC Earth,2011
3.9,United States,Horror,Blumhouse Productions,2022
7.5,United Kingdom,Drama,Romulus Films,1958
5.7,Italy,Comedy,IIFF,1972
7.2,India,Action,Colour Yellow Productions,2019
5.9,United Kingdom,Drama,John Argyle Productions,1950
7.3,United States,Drama,RKO Radio Pictures,1948
3.9,Spain,Drama,Ismael González Díaz,1981
5.8,United States,Comedy,Warner Bros.,1929
4.5,Turkey,Drama,Arti Film,2011
6.2,France,Comedy,Nolita Cinema,2016
6.2,South Africa,Adventure,Philo Pieterse Productions,1986
6.6,United States,Western,Twentieth Century Fox,1941
7.3,United States,Drama,RBG Films,2017
4.3,United Kingdom,Comedy,Discovery Films UK,2011
5.6,India,Action,Ashutosh Gowariker Productions,2016
6.7,Finland,Comedy,Smile Entertainment,2018
7.4,"Korea, South",Romance,Sam-ho Films,1993
6.7,United Kingdom,Drama,Rath Films,1964
6,Italy,Comedy,Euro International Films,1967
5.6,United States,Comedy,23/34 Productions,2018
7.1,United States,Action,Columbia Pictures,1995
6.6,Greece,Drama,Greek Film Centre (GFC),2001
6.8,United States,Animation,Walt Disney Productions,1941
8.6,United States,Documentary,Boxelder Productions,2014
7.8,Colombia,Adventure,Buffalo Films,2015
4.5,United States,Horror,LP3 Pictures,2007
4.9,Mexico,Comedy,Cesáreo González Producciones Cinematográficas,1967
7,Romania,Drama,România Film,1976
7.7,United States,Animation,Warner Bros.,2019
6.1,Germany,Comedy,Constantin Film,2012
5.8,Italy,Comedy,Lions Production & Service,2020
6.4,United Kingdom,Drama,Gramercy Pictures (I),1995
6.4,Italy,Comedy,Cristallo Film,1942
7,France,Comedy,Bernard Verley Films,1994
4.6,United States,Horror,Modernciné,2005
6.2,India,Comedy,A&A Advisors,2019
7.6,Azerbaijan,Action,Black Garden Company,2017
6.3,Greece,Comedy,Olympia Film,1958
7.6,United Kingdom,Drama,London Film Productions,1948
5.7,United States,Horror,Snowfort Pictures,2015
6,United States,Adventure,Torn Sky Entertainment,2015
5.7,Spain,Drama,Suevia Films - Cesáreo González,1952
7.4,United States,Drama,Seal Tree Productions,2022
7.4,Turkey,Comedy,CGV Mars Dagitim,2017
4.7,Mexico,Comedy,Televicine S.A. de C.V.,1995
6.5,United States,Comedy,Twentieth Century Fox,1948
7.5,Thailand,Comedy,Bohemian Films,2003
3.9,India,Comedy,Om Sri Chakra Creations,2019
5.3,France,Thriller,Les Films Univers,1963
6,Greece,Comedy,Studio ATA,2006
9.6,Spain,Musical,Euromedia Productions,2022
6.6,United Kingdom,Drama,London Film Productions,1948
7,United States,Romance,Paramount Pictures,1931
5.6,France,Drama,SBS Productions,2019
7.1,Canada,Adventure,Windowshot Productions Inc.,1998
6.1,United States,Thriller,"""Department of Television",2003
5.6,Poland,Drama,Regina Ziegler Filmproduktion,1991
4.9,United States,Drama,Blue Heron Films,2020
6.5,Poland,Biography,WFF Lodz,1952
1.7,France,Action,Wesh Wesh Productions,2010
6.1,United States,Comedy,Superlative Films,2017
4.9,United States,Action,Double Helix Films,1987
4.4,China,Action,Bliss Media,2017
7.8,Sri Lanka,Drama,Universal Media Network,2018
5.9,France,Drama,Gaumont,1991
6.1,United States,Adventure,Guber-Peters-Barris Productions,1988
6.3,Germany,Drama,Road Movies Factory,2003
5.6,United States,Action,Outpost Pictures,2008
6.9,United Kingdom,Crime,UK Film Council,2006
6.8,Mexico,Drama,Fondo de Fomento a la Calidad Cinematográfica,1991
6.2,United States,Drama,Republic Pictures (I),1941
6.9,United States,Crime,Walter Wanger Productions,1936
5.5,Norway,Drama,Arctandriafilm,1980
7.2,Canada,Drama,9211-9759 Quebec,2015
5.3,United States,Comedy,Damascus Road Productions,2022
6.9,Iran,Drama,Aftab Negaran Productions,2005
5.8,South Africa,Drama,Condor Releasing,1987
6.8,United States,Thriller,C & R Films,2009
4.3,Poland,Comedy,Wonder Films,2022
6.5,France,Comedy,CiBy 2000,1998
5.6,Mexico,Drama,Solaris,2021
6.2,Poland,History,"""Zespól Filmowy """"Start""""""",1964
5.6,United States,Drama,Buckeye Pictures,2017
8.1,United States,Drama,DreamWorks,2011
6.6,United Kingdom,Animation,A-N Production Committee,1999
4.8,India,Drama,Kangra Talkies,2021
7.3,New Zealand,Documentary,Universal Pictures,2017
5.5,United States,Comedy,Feature Films for Families,1998
6.6,United States,Thriller,Warner Bros.,1952
6.1,United States,Western,Scott R. Dunlap Productions,1956
4.4,New Zealand,Horror,Black Mandala,2020
5,Sweden,Comedy,Memfis Film,2007
7.7,Turkey,Drama,Istisnai Filmler ve Reklamlar (IFR),1996
6.5,Russia,Comedy,Droog Drooga,2018
5.7,United Kingdom,Comedy,Peter Rogers Productions,1960
6.5,France,Crime,Champs-Élysées Productions,1956
6.6,France,Drama,TS Productions,2017
6.7,Spain,Sci-Fi,Ministerio de Cultura,1986
8.4,India,Biography,Kino Works,2021
6.6,Spain,Comedy,Andy Joke,2014
5.9,Argentina,Comedy,Sudestada Cine,2011
5.9,France,Comedy,Stéphan Films,1997
6.2,Sweden,Comedy,Svenska Ord,1975
7.9,United States,Animation,Pixar Animation Studios,1999
6.5,Spain,Comedy,José Frade Producciones Cinematográficas S.A.,1981
6.5,Greece,Comedy,Kronos Film,1958
7,Bulgaria,Drama,Boyana Film,1954
5.1,United States,Comedy,Barry & Enright Productions,1981
9.2,United States,Drama,Media Arts & Talent,2022
6.5,United States,Crime,Acrobat Productions,1971
6.2,Argentina,Drama,Pol-Ka Producciones,2003
6.6,France,Drama,Alcor Films,1992
6.2,France,Drama,Films Roger Richebé,1947
6.6,Spain,Action,Atresmedia Cine,2015
6.2,Canada,Drama,45 RPM Alberta Productions,2008
6.9,France,Crime,Légende Films,2000
6.4,United States,Comedy,Aldana Properties,2002
7.8,India,Action,Udbhav Productions,1994
6.5,United Kingdom,Drama,Icon Entertainment International,1997
7.8,Poland,Comedy,Kamera Film Unit,1965
7.1,Turkey,Drama,Pesen Film,1963
7,United States,Action,Metro-Goldwyn-Mayer (MGM),1928
6.8,France,Drama,Cineritino S.r.L.,1996
5.3,United States,Comedy,Pigasus Pictures,2017
3.9,Spain,Comedy,Karrakela Films,2013
4.3,United States,Action,PM Entertainment Group,1992
4.9,Canada,Thriller,Odyssey Media,2016
4.7,United States,Comedy,Romax Productions,1986
8.7,United States,Drama,Walls Farm Pictures,2017
6,United States,Comedy,Clear Type,1987
5.8,United States,Drama,Maya Media Corporation,2002
6.2,United States,Drama,Columbia Pictures,1949
6.7,Spain,Drama,Fasten Films,2018
4.1,United States,Action,21st Century Film Corporation,1993
6.6,Brazil,Drama,Pequena Central de Produções,2009
6.4,Austria,Drama,Epo-Film Produktionsgesellschaft,2018
5.8,Thailand,Romance,M39 Pictures,2012
7,France,Crime,Jad Films,1955
6.1,Australia,Adventure,Burrowes Film Group,1987
4.5,United States,Action,Millman Productions,2018
6.3,United States,Drama,Laurel Productions,1975
6.6,Poland,Drama,Lava Films,2020
6.6,United States,Drama,Almost Never Films Inc.,2019
7.3,United States,Drama,Montivagus Productions,2000
7,United States,Comedy,Universal Pictures,1994
6.9,United States,Action,On Edge Procduction,2014
5.6,United States,Comedy,Ivan Tors Productions,1969
6,United States,Comedy,Twentieth Century Fox,1937
5.8,United States,Crime,City Time Partners,1975
4.4,Poland,Comedy,Wonder Films,2022
4.5,United States,Action,Lumen Actus,2018
6.5,India,Drama,Surani Pictures,2016
7.5,Japan,Drama,Fuji IG Laboratory for Movies (FILM),2015
7.7,United States,Comedy,Astralwerks,1999
5.1,Sweden,Comedy,MovieMakers,1997
7,United Kingdom,Drama,De Grunwald Productions,1949
6.6,India,Action,Aditya Productions,1987
6.7,United States,Comedy,Day Dreamer Films,2004
5.6,United States,Action,Amblin Entertainment,2022
4.7,United States,Crime,Ad Opus Productions,2022
5.9,Argentina,Comedy,Aries Cinematográfica Argentina,1979
6.2,Portugal,Drama,Caracol Protagonista,2021
8.1,United Kingdom,Biography,United Artists,2004
5.8,Australia,Animation,Warner Bros.,2011
7,United Kingdom,Drama,Grafton Films,1940
5.1,United Kingdom,Comedy,Future Artists Entertainment,2022
5.2,Italy,Comedy,Medusa Distribuzione,1976
5.2,Canada,Animation,Arcana Studio,2017
5.3,United States,Horror,Main Street Movie Company,2009
5.6,United States,Comedy,Weiny Bro Prods.,1995
5.2,Italy,Drama,Saleo Produzioni,2005
7.2,France,Drama,Agat Films & Cie,2000
6.1,United States,Comedy,New Line Cinema,2016
6.4,India,Action,East Coast Productions,2019
6.5,United States,Action,Casey Silver Productions,2008
5.8,Hungary,Drama,Patria Film,1936
6.4,Germany,Drama,Erdbeermund Filmproduktion,1997
6.1,United States,Action,Universal Pictures,1977
7.2,India,Comedy,Saregama India,2020
6,Germany,Drama,Odeon Fiction,2017
6.5,France,Crime,Fidélité Productions,1999
6.2,Spain,Comedy,C.B. Films S.A.,1956
5.3,United States,Comedy,Reality Check! Films,2000
6.3,United Kingdom,Adventure,London Film Productions,1938
7.4,Denmark,Comedy,Palladium Film,1941
5.9,France,Comedy,No Money Productions,2014
5.2,Spain,Fantasy,Nostromo Pictures,2019
6,Japan,Comedy,Fuji Television Network,1991
6.3,Sweden,Documentary,Film Stockholm,2022
5.5,Japan,Horror,Asmik Ace Entertainment,1999
6.5,United States,Drama,Hayes Goetz Productions,1954
7.1,Italy,Comedy,Golden Film,1952
5.9,Brazil,Drama,Companhia Cinematográfica Serrador,1981
3.3,United States,Horror,Art Held Hostage,2008
3.1,India,Drama,Benetone Films,2016
7.2,United States,Biography,Twentieth Century Fox,2017
5.3,Greece,Drama,Kikos Film,1965
6.9,United Kingdom,Drama,Just Charlie Film,2017
3.9,United Kingdom,Comedy,Capitol Films,1999
6.3,Denmark,Drama,ASA Film,1954
5.3,Spain,Comedy,Asturias Films,1959
6.4,United States,Drama,Sam Wiesenthal Productions,1956
6.9,United States,Drama,Paramount Pictures,1983
6.2,Denmark,Drama,Nordisk Film,1969
5.9,France,Comedy,Films du Tamanoir,1975
8.6,Brazil,Crime,O2 Filmes,2002
3.1,India,Drama,Benetone Films,2016
6.4,France,Drama,Canal+,1990
4.9,Canada,Horror,Golden Harvest Company,1982
6.2,Germany,Comedy,Allianz Tonfilm GmbH,1931
4.6,United States,War,Weiss Brothers Artclass Pictures,1936
5.4,Kazakhstan,Drama,Tanaris Production,2011
5,Italy,Drama,Romana Film,1957
6,Canada,Drama,Parallaxes,2018
2.7,France,Comedy,Japhila Production,1981
6.8,Canada,Drama,Quiet Us Films,2001
4.7,United States,Drama,Califilm,1991
8,Russia,Horror,Production CRY,2015
6.8,Italy,Adventure,Perugia Cinematografica,1975
5.6,United States,Action,Affinity Films Inc.,2003
5.4,Canada,Comedy,Agat Films & Cie,2009
6.1,United States,Drama,Soul Kiss Films,2010
7,United Kingdom,Biography,Channel Four Films,1995
4.1,United States,Horror,Alaska Pictures,1977
6,United States,Comedy,Warner Home Video,2008
5.2,France,Comedy,Bercol Films,1965
5.7,Russia,Comedy,Cinema Art Studio,2013
6.1,Spain,Action,Babieka,2016
5.6,United States,Drama,NK Media,2013
5.7,France,Biography,Pan Européenne,2013
4.8,United States,Action,CB Films North,2013
7.3,Denmark,Biography,Dansk Kulturfilm,1949
6.6,United States,Crime,Iberville Productions,2007
5.3,India,Comedy,Ravinder Grewal Productions,2012
6.1,Belgium,Drama,Versus Production,2015
3,United States,Horror,Arwayne Productions,2015
6.5,Spain,Comedy,Atrium Productions,1994
6,United States,Crime,Harvard Film,1961
8.2,Philippines,Drama,Regal Entertainment,1989
6,United States,Drama,Metro-Goldwyn-Mayer (MGM),1999
5.6,United States,Comedy,Ivan Tors Productions,1958
8.4,United States,Documentary,Full Vision Productions,2005
4.6,United States,Adventure,Four Square Productions,1978
6.1,Italy,Comedy,Cleminternazionale Cinematografica,1980
6.4,United States,Comedy,Twentieth Century Fox,1937
6.6,United States,Comedy,American Desi Productions,2001
5.1,Italy,Drama,Cineproduzioni PEG,1973
6.7,United States,Comedy,Maiden Voyage,2016
8.4,Australia,Drama,MusicArtsDance Films,2004
6.5,Turkey,Comedy,Cem Film,1988
7.3,United States,Adventure,E-Motions Films,2014
6.5,United Kingdom,Adventure,Heyday Films,2018
5.7,United States,Comedy,Twentieth Century Fox,1939
6,France,Action,EuropaCorp,2014
5.8,Germany,Comedy,Animal de Luz Films,2014
5.6,United States,Drama,Small Drama,2017
6,France,Comedy,Centre national du cinéma et de l'image animée (CNC),2002
7.8,India,Drama,Swadharm Entertainment,2017
5.7,United States,Comedy,Imagos Films,2013
6.9,United Kingdom,Drama,BBC Films,1995
6.5,United States,Biography,BRON Studios,2016
5.3,Sweden,Drama,Svenska Filminstitutet (SFI),1979
4.7,Portugal,Drama,Bando à Parte,2018
7.3,United Kingdom,Adventure,Hurwitz Creative,2015
