IMDB Rating,Country,Genres (1st),Production Companies (1st),Year of Release
4.7,Canada,Drama,NGN Productions,2009
6.8,France,Drama,Les Films du Poisson,2021
6.4,Argentina,Comedy,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),2017
5.6,United States,Comedy,Warner Bros.,1936
6.7,United States,Action,Universal Pictures,1933
6.4,United States,Comedy,Ugly Cupcake Entertainment,2020
5.5,France,Comedy,Chavane,1961
6.6,United States,Comedy,New Line Cinema,1999
6.1,France,Drama,Euripide Productions,2000
3.7,United States,Horror,Pope Productions,2007
5,France,Comedy,ICE3,2004
6.1,United States,Crime,Atlas Entertainment,2006
6.5,India,Action,Trimurti Films Pvt. Ltd.,1989
6.6,Italy,Drama,DPT-Spa,1975
4.4,Finland,Comedy,Suomi-Filmi,1954
6.1,United Kingdom,Action,Vertigo Films,2012
6.5,United States,Drama,W.T. Lackey Productions,1935
7.2,Germany,Romance,Boston-Films-Co. GmbH,1934
7.1,United States,Comedy,Spelling Films International,1997
5.7,Turkey,Romance,Saner Film,1966
7.1,Turkey,Comedy,Cem Film,1980
6.6,France,Drama,Roxy Film,1972
5.3,India,Crime,Opus Penta,2017
2,United States,Horror,Rojak Films,2000
5.4,Italy,Action,ASA Cinematografica,1967
5.7,Canada,Horror,A Film Monkey Production,2013
3.5,Spain,Drama,Hércules Films,1948
5.6,United States,Horror,Legs Productions,2012
6.2,United States,Comedy,They Are Going to Kill Us Productions,2010
3.2,Spain,Fantasy,Ozymandias,2017
5.8,United Kingdom,Mystery,Hammer Films,1951
5.8,United States,Comedy,Columbia Pictures,2002
5.6,Philippines,Comedy,APT Entertainment,2006
5.5,Canada,Drama,Allegro Films,1994
7.4,Turkey,Comedy,CGV Mars Dagitim,2017
3.1,India,Drama,Shree Shirdi Sai Baba Productions,2010
6.9,Malaysia,Drama,Astro Shaw,2019
4.7,United Kingdom,Action,Dark Rift Films,2018
6.7,United States,Drama,Twentieth Century Fox,2000
6,Canada,Comedy,Quad,2009
6.2,Mexico,Drama,Foprocine,2012
7,Canada,Drama,Association Coopérative des Productions Audio-Visuelles (ACPAV),2013
6.3,Philippines,Romance,Viva Films,2022
6.6,Switzerland,Adventure,Octav Filme,2013
6.6,Germany,Comedy,Universum Film (UFA),1933
6.3,Switzerland,Comedy,Artco-Film,1977
7,France,Comedy,Page 114,2021
5.7,United States,Drama,Action Figure Films,2008
5.6,United States,Drama,Sole Productions Inc.,2007
6.8,United Kingdom,Biography,Anonymous Content,2020
2.7,United States,Sci-Fi,Centrum International Film,1974
6.4,Netherlands,Crime,Blue Iris Films,2016
5.4,Italy,Crime,Eurovision Cinematografica,1971
8.6,Philippines,Comedy,ABS-CBN Entertainment,2021
7.5,Japan,Action,Katsu Production,1972
6.2,United Kingdom,Comedy,Occupant Entertainment,2014
6.5,Italy,Drama,CIFA,1958
6.3,Finland,Drama,Anagram,2009
5,Italy,Horror,Cinesud,1979
5.8,United States,Drama,Unclaimed Freight Productions,2013
6.3,United States,Drama,Visionbox Pictures,2002
7.1,United States,Comedy,Spelling Films International,1997
4.7,United Kingdom,Comedy,Firelight Entertainment,2000
6.9,France,Comedy,Les Films Dargaud,1972
6.4,Turkey,Comedy,CMYLMZ Fikirsanat,2019
4.5,Canada,Comedy,Canadian Film Development Corporation (CFDC),1970
6.5,United States,Action,Skydance Media,2021
4.3,United States,Horror,Darkening Sky,2010
4.9,Finland,Comedy,Suomen Filmiteollisuus,1944
5.9,India,Biography,Gothic Entertainment,2021
6.9,France,Documentary,Cinétévé,1995
6.1,Australia,Action,Motion Picture Productions,1976
7.4,Poland,Drama,"""Zespol Filmowy """"Iluzjon""""""",1973
6.7,United Kingdom,Comedy,Lexington Films,1997
6.9,Australia,Drama,The South Australian Film Corporation,1975
5.2,Poland,Drama,Balapolis,2015
5.1,Mexico,Horror,Producciones Prisma,1973
8.3,India,Comedy,Anwar Rasheed Entertainment,2015
5.4,Italy,Comedy,Filmauro,2004
5.8,United Kingdom,Drama,Theodora Productions,1970
4.8,Mexico,Horror,Producciones Galubi S.A. de C.V.,1987
3.5,United States,Action,Kinetic Filmworks,2013
5,Philippines,Drama,Viva Films,2022
6.4,New Zealand,Drama,Kahukura Productions,2004
5.6,United States,Comedy,Brillstein-Grey Entertainment,2000
3.8,United States,Horror,Conniption Films,2005
5.9,United States,Horror,Georgetown Productions Inc.,1981
6.7,United Kingdom,Biography,Dreamworks Pictures,2009
5.9,United States,Crime,Touchstone Pictures,1991
6.7,Mexico,Drama,Producciones Tepeyac,1954
2.5,United States,Horror,The Asylum,2019
5.9,France,Drama,Téléma,2004
4.1,United States,Horror,Untold Horror,2009
6.3,Netherlands,Comedy,Alibi,2006
5.6,Slovenia,Drama,Monoo,2018
5,France,Comedy,Why Not Productions,2014
6.7,Italy,Comedy,Rizzoli Film,1974
7.2,Sweden,Drama,Terrafilm,1949
5.5,United States,Horror,Deadlydoll,2008
6.1,Spain,Drama,Danon Audiovisuel S.A.,1992
6.6,United States,Comedy,New Line Cinema,1994
4.3,Italy,Comedy,Egeria,1951
5.4,United States,Music,Paul Malvern Productions,1933
5.3,United States,Adventure,Columbia Pictures,1937
4.8,India,Drama,Venus,2008
6.4,Canada,History,Max Films Productions,2017
3.7,United States,Action,TMU Pictures,2022
6.7,United States,Crime,Warner Bros. Digital Distribution,2014
2.9,United States,Action,308 Ent,2020
5.5,United States,Comedy,Blumhouse Productions,2021
5.5,Canada,Drama,Digital Interference Productions,2019
5.6,Bulgaria,Musical,Boyana Film,1960
6,Canada,Comedy,Full Circle Films AG,1995
4.7,Czech Republic,Comedy,Falcon,2012
4.9,Turkey,Adventure,Metin Film,1970
5.2,United Kingdom,History,Cromwell Productions Ltd.,1994
5,United States,Drama,Complex Corporation,1997
5.3,United States,Action,Foresight Unlimited,2009
7.1,Hungary,Drama,Alhena Films,1999
4,Sweden,Action,Branbomm,2014
2.5,United States,Western,Victor Adamson Productions,1934
5.2,Canada,Action,Constantin Film,2021
5.2,France,Adventure,Pathé Renn Productions,2008
5.9,United States,Drama,Warner Bros.,1938
5.8,United States,Comedy,Fox Film Corporation,1934
7.1,India,Biography,Kavithalayaa Productions,1985
2.9,United States,Adventure,American Independent Productions,1991
6.7,Australia,Drama,Emcee Films,1998
5,United States,Action,Archer Film Productions,2019
4.8,Italy,Adventure,Leone Film Group,1961
5.4,Greece,Drama,Karagiannis-Karatzopoulos,1969
6.5,Mexico,Drama,Estudios América,1967
4.2,Turkey,Drama,Emek Film,1985
6.4,United States,Comedy,North by Northwest Entertainment,2010
4.5,Turkey,Action,Anit Film,1983
6.7,United Kingdom,Action,Gainsborough Pictures,1943
6.2,Turkey,Drama,Aktunç Film,1957
5.4,France,Comedy,Les Films Manuel Munz,2019
6.9,Sweden,Crime,B-Reel Films,2015
7.6,United States,Comedy,SFHS Productions,2019
6.5,Spain,Drama,Institut Català de les Empreses Culturals (ICEC),2019
4.4,United States,Crime,Sam Katzman Productions,1950
5.5,Germany,Comedy,Barefoot Films,2018
6.1,United Kingdom,Drama,Ingenious Media,2019
6.6,Bulgaria,Drama,Boyana Film,1982
6.5,India,Action,Goldmines Telefilms,2008
7,Cote d'Ivoire,Drama,Abyssa Film,1988
7.9,Bulgaria,Drama,Boyana Film,1983
6.6,Italy,Crime,Produzioni Cinematografiche Europee (P.C.E.),1971
7.9,Netherlands,Adventure,Labyrint Film,2022
6.5,United States,Comedy,Josephson Entertainment,2010
6.2,Ireland,Drama,British Film Institute (BFI),2019
6.4,Venezuela,Drama,Cinearte C.A.,1987
6.1,Poland,Drama,"""Zespol Filmowy """"Iluzjon""""""",1982
4.7,Italy,Drama,Arturo González Producciones Cinematográficas,1964
7,India,Comedy,Madras Talkies,2001
5.2,Japan,Action,Junk Film Y.K.,2006
6.9,United States,Drama,Icon Independent Films,2012
8.1,India,Drama,Gopuram Films,2016
3.5,Italy,Action,Visione Cinematografica,1983
6.5,France,Drama,Tupelo Films,2012
6,United States,Comedy,New Regency Productions,2011
6.8,United States,Drama,Jay Weston Productions,1986
4.1,Hungary,Comedy,Magyar Filmgyártó Állami Vállalat,1953
5.4,Spain,Adventure,Ensueño Films,2005
7,Turkey,Adventure,Coral Europa-Arequipa Producciones,1996
6.4,United States,Crime,Twentieth Century Fox,1987
5.5,Italy,Comedy,Compagnia Cinematografica Champion,1974
5.4,Mexico,Comedy,Filmex,1952
5.7,France,Action,Gaumont,2019
5.3,Spain,Drama,Maestranza Films,2015
6,United States,Drama,Cosmopolitan Productions,1935
4.9,Greece,Comedy,Petro Film,1952
6.4,United States,Western,Metro-Goldwyn-Mayer (MGM),1968
3.4,New Zealand,Adventure,Unkreative Artists,2007
5.8,United States,Drama,GraceWorks Pictures,2018
6.3,United States,Comedy,Universal Pictures,2011
6,France,Comedy,Balzac Films,1962
6.4,Australia,Action,Delatite Productions,1986
7.6,United States,Comedy,Touchstone Pictures,2001
5.5,Spain,Action,One Short Productions,2021
5.2,India,Action,Galaxy Films,2006
6.2,United States,Comedy,Fox Film Corporation,1928
5.7,France,Comedy,Mocky Delicious Products (MDP),2017
6.5,Sweden,Comedy,Wildwind Pictures,2021
5.7,United States,Action,Lorimar Film Entertainment,1984
6.2,United States,Western,Reliable Pictures Corporation (I),1934
4.5,United States,Comedy,Three Pictures,1970
7.9,Philippines,Drama,Cinema One Originals,2017
7.2,Japan,Drama,Shochiku,1987
6.5,United States,Drama,Orion Pictures,1984
4.6,Spain,Drama,Canal+ España,2012
7.2,Brazil,Drama,Globo Filmes,2002
6.4,Japan,Thriller,Kinoshita Group,2015
6.2,Italy,Comedy,Giallolimone Movie,2020
6.5,France,Drama,Quad,2010
5.3,Venezuela,Drama,Distribuidora Amazonia Films,2020
6.5,Italy,Animation,Mondo,1997
6.1,Indonesia,Comedy,Tujuh Bintang Sinema,2018
5.5,India,Action,DAR Motion Pictures,2015
6.2,Spain,Romance,Aspa Producciones Cinematográficas,1956
6.9,Chile,Crime,Corfo,2001
7.1,United States,Drama,Poor Robert Productions,1990
7.2,Argentina,Fantasy,Argentina Sono Film S.A.C.I.,1960
6.9,Ukraine,Family,Ukrainian State Film Agency,2019
5.8,Israel,Drama,Geria III,1979
5.8,France,Adventure,Société Française de Cinématographie (SFC),1963
3.3,Canada,Action,Latefox Pictures,2015
4.7,Italy,Comedy,Produzioni Atlas Consorziate (P.A.C.),1970
6.3,United Kingdom,Comedy,Arts Council of England,1997
6.8,United States,Comedy,Bob Yari Productions,2004
7.1,Norway,Drama,Oslo Pictures,2022
5.8,India,Crime,PLAY Entertainment,2016
5.5,Germany,Drama,Universum Film (UFA),1933
7,Switzerland,Crime,Vega Film,2012
6.5,Italy,Drama,Artisti Tecnici Associati (ATA),1945
7,United States,Comedy,Maida Vale Films,2012
6.6,United Kingdom,Drama,And But Films,2009
4.9,United States,Horror,Alpha Wolf Produtions,2013
6.9,Turkey,Adventure,Atlas Film,1951
5.2,Poland,Drama,Balapolis,2015
4.6,Japan,Action,Birch Tree Entertainment,2009
5.5,Spain,Comedy,Ajedrez Para Tres,2019
7.2,Hungary,Drama,Hungarian Filmproduction,1966
6.6,United States,Biography,Fox 2000 Pictures,2015
7,United States,Crime,Castle Rock Entertainment,2002
5.2,Spain,Crime,Hispamer Films,1966
4.5,United States,Drama,Eternity Pictures,1997
5.8,United States,Comedy,Weber Pictures Company,2013
7,Turkey,Crime,Akün Film,1971
7,Italy,Comedy,Mega Film,1970
6.7,India,Romance,Ralhan Productions Pvt. Ltd.,1969
6.1,United States,Comedy,Lawrence Turman,1971
6.6,United States,Drama,600 West Productions,2013
5.9,Italy,Comedy,Film Costellazione Produzione,1954
5.5,Egypt,Drama,Cairo Cinema Company,1965
7.9,Argentina,Crime,FX Sound,2000
6.9,Spain,Biography,"""Copercines",1961
6.9,Croatia,Drama,Croatian Audiovisual Centre,2022
7,United States,Drama,Jumpstart Productions,1997
5.9,United States,Comedy,Ross Hunter Productions Inc.,1963
7.3,India,Drama,Sindhu Films,1959
7.5,Italy,Crime,Fandango,2004
4.9,Spain,Comedy,Balcázar Producciones Cinematográficas,1968
4.9,Russia,Comedy,KinoMost,2000
4,United States,Comedy,Columbus America,1978
6.7,Germany,Drama,Tonfilmstudio Carl Froelich,1938
5.4,Russia,Crime,Anima Films,2008
3.7,United States,Comedy,TriStar Pictures,1984
7.2,Italy,Drama,Fandango,2016
6.5,United States,Drama,Columbia Pictures,1990
7,United States,Comedy,Columbia Pictures,1988
7,United States,Drama,The Othrs,2021
6.4,United Kingdom,Drama,Associated British Picture Corporation (ABPC),1948
6.4,Denmark,Comedy,Nordisk Film,1943
5.5,Spain,Drama,Castilla Cooperativa Cinematográfica,1963
5.4,United Kingdom,Comedy,Bend It Films,2010
7.7,United Kingdom,Adventure,FilmFour,2004
7.9,United States,Adventure,Fox 2000 Pictures,2012
7.5,Philippines,Drama,T-Rex Entertainment,2018
5.9,United States,Drama,Aloe Entertainment,2004
6.4,United Kingdom,Comedy,Gaumont British Picture Corporation,1932
5.8,Germany,Adventure,Fabrikation Deutscher Filme (F.D.F.) GmbH,1942
5,United States,Crime,Campbell Grobman Films,2017
5.4,United States,Action,The Cannon Group,1987
6.3,Spain,Comedy,Ruleta Media,2013
4.8,United States,Romance,Summer House Pictures,2021
5.8,Italy,Drama,Filmarpa,1975
7.7,Mexico,Action,Producciones Laser,1991
3.7,United States,Comedy,Aware Productions,2009
7.5,Iceland,Comedy,Bjarmaland,1982
7.4,United Kingdom,Comedy,Ink Pixel Films,2011
5.5,Austria,Drama,Canal+,1994
6,United States,Biography,Columbia Pictures,1950
6.4,South Africa,Drama,DO Productions,2001
7.9,United States,Drama,IFC Productions,2014
6.9,Spain,Drama,Apache Films,2018
3.3,Italy,Horror,Jeo Productions,2009
6.2,Austria,Comedy,Real-Film GmbH,1960
5.6,United States,Action,American International Pictures (AIP),1969
3.8,India,Drama,Aditya Music,2010
7.8,United Kingdom,Documentary,Columbia Pictures,1982
4.2,France,Action,Mördred Films,2011
5.5,United States,Action,Cart Before The Horse Productions,2013
7,Japan,Drama,Nikkatsu,1956
5.4,United States,Crime,PalmStar Media,2014
3.9,Italy,Adventure,Cannon Italia Srl,1985
6,Ukraine,Adventure,Pronto Film,2019
6.1,Finland,Comedy,Dionysos Films,2021
6.6,Denmark,Comedy,Aprodigi Productions,2014
3.9,India,Action,Shree Jagdamba Productions,1986
6.1,United States,Adventure,The Mirisch Corporation,1963
5.6,Ukraine,Comedy,F Films,2022
7.4,India,Comedy,Lucsam Cinema,2011
4.2,United Kingdom,Action,Davis-Panzer Productions,1991
6.6,United States,Comedy,Hal Roach Studios,1938
5.2,France,Comedy,Canal+,1992
6,France,Drama,Film Par Film,1995
4.6,United States,Horror,Jack Hunter Productions,2018
4.2,United Kingdom,Fantasy,Wonderphil Entertainment,2012
7.2,Poland,Comedy,Green-Film,1938
5.8,Spain,Drama,Centre Promotor de la Imatge (CPI) S.A.,1998
5.9,India,Biography,Gothic Entertainment,2021
5.3,United States,Comedy,BCDF Pictures,2012
6.8,United States,Action,Metro-Goldwyn-Mayer (MGM),1976
8.3,India,Comedy,Gurfateh Films,2012
6.7,Mexico,Adventure,Cinematográfica Filmex S.A.,1958
6.6,Brazil,Comedy,Columbia Pictures Television,1996
6.2,Lithuania,Drama,Artbox,2014
6.2,United States,Action,First National Pictures,1938
7.3,United Kingdom,Crime,J. Arthur Rank Organisation,1952
8.4,United Kingdom,Drama,Grapevine Films,2020
5.2,Germany,Comedy,Real Film Berlin,2015
5.8,India,Comedy,Annapurna Studios,1983
5.7,United States,Horror,Faux Pas Films,2016
5.3,Canada,Animation,10e Ave,2021
5.7,Italy,Drama,Cinéphonic,1974
3.9,United States,Crime,Final Kill Pictures,2021
6.7,France,Drama,Curiosa Films,2018
5.5,Czech Republic,Mystery,Attack Film,2018
6.2,Portugal,Drama,Take 2000,2004
4.8,Sweden,Comedy,AB Irefilm,1937
5.2,United States,Horror,Coprophagic Grins Entertainment,2022
4.4,United States,Comedy,It's Raining Films,2017
4.8,Canada,Drama,Films RSL,1980
3.7,United Kingdom,Comedy,Wildcat Productions,1980
6,Poland,Drama,"""Zespól Filmowy """"Plan""""""",1971
6.8,United States,Comedy,United Film Distribution Company (UFDC),1982
6.8,Israel,Drama,Transfax Film Productions,2005
5.1,Italy,Action,Elektra Film,1971
7.9,United States,Thriller,Perpetual Pictures,2009
6.3,United States,Drama,Warner Bros.,2001
4.6,Spain,Crime,PECSA Films,1955
5.9,United States,Comedy,Blinder Films,2022
6.5,Germany,Drama,Super-Film GmbH,1931
6.3,United States,Comedy,Fox Film Corporation,1933
6.5,Greece,Drama,Romylos Film,1959
7,United States,Drama,Miramax,2005
5.3,Spain,Drama,Canal+ España,2007
4.5,Denmark,Crime,Lea Film Produktion,1976
7.2,United Kingdom,Action,Oakhurst Productions,1969
5.9,India,Drama,Vision Universal,1985
7.3,India,Drama,Zee Studios International,2018
7.3,Kenya,Drama,One Fine Day Films,2012
6.2,United States,Adventure,Universal Pictures,2017
6.3,United States,Drama,Columbia Pictures,1942
6.9,United States,Adventure,FilmDistrict,2012
5.1,Austria,Drama,Finnworks,2011
4.5,Australia,Drama,Revival Film Company,2013
7.8,United States,Comedy,Jack Rollins & Charles H. Joffe Productions,1989
7,Lithuania,Comedy,iN SCRiPT,2017
5.8,France,Action,Mandarin Films,2012
6.2,United States,Drama,Hecht-MacArthur Productions,1935
2.7,United States,Adventure,Dog Productions,2008
5.9,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1943
7.8,Canada,Comedy,Doghouse Films,2011
4.5,United States,Musical,Dash Films,2005
6.7,United States,Drama,Avon Productions (II),1958
6.9,France,Comedy,Arte France Cinéma,2000
6.7,Thailand,Drama,Kick the Machine,2010
2.5,United States,Comedy,Orion Pictures,1994
6.9,Germany,Drama,Meteor-Film GmbH,1938
4.5,Netherlands,Comedy,PVPictures,2004
6.6,United States,Crime,Paramount Pictures,1934
7.6,United States,Adventure,Metro-Goldwyn-Mayer (MGM),1970
3.5,United States,Horror,Formidable Films,2020
5.5,United States,Comedy,Boxing Cat Films,2010
5.4,Netherlands,Drama,Altamira Films,1987
4.1,Norway,Action,Hvidsten Productions,2010
4.3,Australia,Action,Village Roadshow Pictures,1992
7.3,Georgia,Drama,20 Steps Productions,2014
5.5,United States,Comedy,Warner Bros.,1980
4.8,United States,Comedy,Full Moon Entertainment,1997
5.9,United States,Adventure,Capital Entertainment,2005
6.2,United States,Comedy,Apathy Productions,1997
4.7,Norway,Crime,Woodworks Film Company,2017
5.1,Canada,Crime,Filament Films,2009
5.7,United States,Comedy,Lakeshore Entertainment,1997
6.5,Hungary,Comedy,Filmplus,2002
5.6,Hungary,Drama,Dollár Papa Gyermekei,2021
6.8,France,Comedy,Gaumont International,1977
5.6,Finland,Drama,Giron Filmi,1982
5.8,South Africa,Action,One Man Band,2003
5,Finland,Drama,Axxell City,2010
5.5,Canada,Action,Astron-6,2011
5.3,France,Comedy,Someci,2015
6.9,Denmark,Drama,Saga Studio,1955
6.8,United States,Drama,Paramount Pictures,1977
5.6,France,Comedy,Alandra Films,2015
5.4,Finland,Comedy,National Filmi Oy,1990
7.1,Slovenia,Comedy,Ars Media,2001
6.2,Canada,Drama,Crédit d'Impôt Cinéma et Télévision,2013
7.6,France,Comedy,Optimax Films,1938
3.7,United States,Adventure,Universal Pictures,1983
7.9,United States,Action,Bradco Productions,2016
3.3,Spain,Comedy,Acción Films (Producciones Samarán),1982
5.5,Canada,Drama,Clearwater Films,1993
3.6,United States,Adventure,Stryke-Force Films,2016
3.6,Denmark,Comedy,ASA Film Produktion ApS,2012
6.2,Turkey,Drama,Özer Film,1986
7.4,United Kingdom,Horror,The Ministry of Stories,2017
7.4,United States,Comedy,Scarum Harum Productions,2009
4.9,United States,Action,Double Helix Films,1987
6.3,United States,Horror,Dimension Films,1997
3.6,France,Comedy,Les films du premier,2022
4.8,United States,Drama,Demeusy Pictures,2020
6,Italy,Comedy,Fono Roma,1942
5.4,United States,Comedy,T3V Productions,2009
6.3,France,Comedy,Berfilms,2010
7.8,United States,Drama,ABC Pictures,1969
4.8,Italy,Comedy,Cattleya,2016
6.4,United States,Drama,Metro-Goldwyn-Mayer (MGM),1939
6.5,Netherlands,Comedy,KeyFilm,2013
5.5,United Kingdom,Action,Paramount Pictures,2017
3.1,United Kingdom,Horror,Strangelight Motion Pictures,2020
6.6,United States,Comedy,Universal Pictures,1942
6.3,Japan,Drama,Art Theatre Guild (ATG),1972
7.7,United States,Drama,Aban Productions,2012
5.7,United Kingdom,Adventure,2X Productions,1972
6.5,Poland,Action,Maziowiecki Fundusz Filmowy,2021
4.2,Panama,Drama,A.J. Productions,2009
7.8,United States,Action,Scott Rudin Productions,2013
